Item No.,Description,Unit,Rate,
5-33d,"lkns lhesaV daØhV ds dk;Z ds fy, rS;kj fefJr ;k lkbV cSp fMtkbu feDl lhesaV daØhV miyC/k djuk vkSj txg ij fcNkuk; çk—frd lzksrksa ls O;qRiUu eksVh jksM+h vkSj ckjhd jksM+h dk mi;ksx djds vkSj iquuZfouh—r daØhV jksM+h dk eksVh jksM+h ,oa ckjhd jksM+h ds :i esa çR;sd dk vuqeR; 20% mi;ksx djds iksVZySaM i‚tksykuk@lk/kkj.k iksVZySaM@iksVZySaM LySx lhesaV dk mi;ksx djds vkbZ,l% 9103 ds vuqlkj daØhV dh LFkkiuk esa rsth ykus@ean djus ds fy,] rkdr dks de fd, fcuk LFkkf;Ro vkSj dk;Z'khyrk esa lq/kkj djus ds fy, vuq'kaflr vuqikr esa feJ.k; ftlesa çHkkjh vfHk;ark ds funsZ'kkuqlkj daØhV ds fuEufyf[kr xzsM ds fy, lsaVfjax] 'kVfjax vkSj fQfuf'kax dh ykxr dks NksM+dj daØhV dh iafiax ls fcNkus vkSj D;wfjax dh lkbV rd lHkh yhM dk ogu 'kkfey gksA uksV% fMtkbu feDl esa U;wure fufnZ""V lhesaV lkexzh ds 10% rd vfrfjä lhesaV vyx ls ns; gksxkA ;fn fMtkbu feJ.k esa lhesaV lkexzh U;wure fufnZ""V lhesaV lkexzh ds 110 çfr'kr ls vf/kd gS] rks Bsdsnkj ds ikl feJ.k dks fQj ls fMtkbu djus ;k vfrfjä lhesaV dh ykxr dks ogu djus dk foosdkf/kdj gksxkA 5-33d-1 dqlhZ Lrj rd ds lHkh dk;Z 5-33d-1-1 330 fdxzk@?kuehVj dh U;wure lhesaV lkexzh lfgr ,e 25 xzsM dk daØhV 5-33d-2 ryVLrj rd dqlhZ Lrj ls Åij ds lHkh dk;Z 5-33,-2-1 330 fdxzk@?kuehVj dh U;wure lhesaV lkexzh lfgr ,e25xzsM dk daØhV",?ku eh ?kuehVj,8500-45 10122-85,
5-34,gVk fn;k x;k gS 5-34-1 gVk fn;k x;k gS 5-34-2 gVk fn;k x;k gS,,,
,5-34-3 gVk fn;k x;k gS,,,
5-35,feJ vfHkdYi ds vuqlkj rS;kj daØhV dh en esa r; dh xbZ lhesaV dh ek=k ls vf/kd lhesaV dk iz;ksx fd;k tkuk-,fDoaVy,688-45,
5-36,"çhdkLV çcfyr lhesaV daØhV oQy bdkb;ksa] oxZ ;k vk;rkdkj] dks Q'kZ vkSj Nrksa ds fy, fMtkbu vkSj vkdkj ds vuqlkj 1%1-5%3 ¼1 lhesaV% 1½ çk—frd lzksr ls O;qRiUueksVh jsr ¼vapy&III½% 3 çk—frd lzksrksa ls O;qRiUu 20feeh U;wure vkdkj dh oxhZ—r iRFkj dh jksM+h½ ds lkFk miyC/k djuk o txg ij j[kuk] ftlesa lhesaV eksVkZj 1%2 ¼1 lhesaV% 2 ckjhd jsr½ esa tksM+ksa ij ¶y'k ;k Mhi :YM i‚bafVax] lfoZl ykbu vkfn ds ek/;e ls ys tkus ds fy, visf{kr vkdkj ds vko';d Nsn cukuk] mBkus vkfn ds fy, LVhy ds gqd] lHkh eafty Lrjksa ds fy, çhdkfLVax] gSaMfyax] gksbfLVax] lsaVfjax vkSj fuekZ.k esa Q‚eZ ds dk;Z 'kkfey gks] ijarq çcyu dh ykxr 'kkfey u gksA",?ku eh,27983-75,
5-36d,"çhdkLV çcfyr lhesaV daØhV oQy bdkb;ksa] oxZ ;k vk;rkdkj] dks Q'kZ vkSj Nrksa ds fy, fMtkbu vkSj vkdkj ds vuqlkj 1%1-5% 3 ¼1 lhesaV% 1-5 20%rd iquuZohuh—r daØhV jksM+h ¼vkjlh,½ ls O;qRiUu fofufeZr jsr lfgr eksVh jsr ¼vapy&III½ % 3 oxhZ—r iRFkj dh jksM+h 20 feeh U;wure vkdkj iquuZohuh—r",,,
,"daØhV jksM+h ¼vkjlh,½ 20% rd ½ds lkFk miyC/k djuk o txg ij j[kuk] ftlesalhesaV eksVkZj 1%2 ¼1 lhesaV% 2 ckjhd jsr½ esa tksM+ksa ij ¶y'k ;k Mhi :YM i‚bafVax]lfoZl ykbu vkfn ds ek/;e ls ys tkus ds fy, visf{kr vkdkj ds vko';d Nsn cukuk]mBkus vkfn ds fy, LVhy ds gqd]lHkh eafty Lrjksa ds fy, çhdkfLVax] gSaMfyax] gksbfLVax] lsaVfjax vkSj fuekZ.k esa Q‚eZ ds dk;Z 'kkfey gks] ijarq çcyu dh ykxr 'kkfey u gksA",?ku eh,27800-40,
5-37,gVk fn;k x;k gS,,,
,5-37-1 gVk fn;k x;k gS 5-37-2 gVk fn;k x;k gS,,,
5-38,"Q'kZ ikWap ry ls Åij ds izR;sd pkj ryksa vFkok muds va'kksa ds izcfyr lhesaV dadzhV@?kku fefJr dadzhV@rS;kj fefJr dadzhV dk;ksaZ ds fy, vfrfjDr Hkqxrku",?ku eh,280-95,
5-40,gVk fn;k x;k gS 5-40-1 gVk fn;k x;k gS,,,
,5-40-2 gVk fn;k x;k gS,,,
5-41,"izHkkjh vfHk;ark ds funsZ'kksa ,oa fuekZrk ds fofunsZ""kksa ds vuqlkj igys ls tkap fd, x, rFkk ty vk/kkfjr dadzhV ls fpukbZ@rjkbZ esa iz;qDr ;kSfxd rFkk rRlacfU/kr lk/ku miyC/k djkuk rFkk iz;ksx esa ykuk",,,
,5-41-1 xSj jaftr osV D;ksfjax dEikmUM,oxZ eh,57-50,
5-42,"izHkkjh vfHk;ark ds funsZ'kkuqlkj dk;Z dks iwjk djus ds fy, ;Fkk visf{kr pwM+h cukus] fia?kykdj dusD""ku ij foLrkj djus] rS;kj izcfyr NM+ksa dks jaftr djus rFkk laxr izpkyuksa lfgr NM+ksa dks izcfyr djus ds fy, dadzhV izcyu fofunsZ""ku ds fy, NM+ksa ds ;kaf=d ds fy, izcyu ;qXedksa ij vkbZ ,l dksM ds vuq:Ik “kqaMkdkj ¼VsiMZ@laLrkfir½ lekukUrj pwM+hnkj ;qXedksa dh O;oLFkk djuk ,oa mUgsa yxkuk ftlesa ;qXed dh O;oLFkk dh tk,xh] ogka ij NM+ks dh yEckbZ esa varj u j[kus ds fy, et+nwjh vkSj cka/kus ds fy, Ikz;qDr rkj esa cph rkj dh dksbZ dVkSrh ugha dh tk,xh-",,,
,5-42-1 16 feeh O;kl okyh izcfyr NM+ gsrq ;qXed,izR;sd,102-55,
,5-42-2 20 feeh O;kl okyh izcfyr NM+ gsrq ;qXed,izR;sd,143-00,
,5-42-3 25 feeh O;kl okyh izcfyr NM+ gsrq ;qXed,izR;sd,204-95,
,5-42-4 28 feeh O;kl okyh izcfyr NM+ gsrq ;qXed,izR;sd,239-85,
,5-42-5 32 feeh O;kl okyh izcfyr NM+ gsrq ;qXed,izR;sd,288-80,
5-43,"vfHkdYikuqlkj tksM+ksa ds foLrkj gsrq 1-0 feeh eksVh LVsuysl LVhy dh 304 xzsM dh IysV dh O;oLFkk djuk ,oa mUgsa yxkuk",,,
,5-43-1 200 feeh pkSM+h,ehVj,747-25,
,5-43-2 300 feeh pkSM+h,ehVj,1053-40,
5-44,"izHkkjh bathfu;j dh Mªkbax vkSj funZs”kkuqlkj ¶yksj yksds”ku ls lacfU/kr foLrkjd tksM+ iz.kkyh dh O;oLFkk djuk vkSj yxkukA tksM+ iz.kkyh] ,-,l-Vh-,e- ch 221&02 ds vuqlkj fu'dkflr ,Y;qfefu;e csl eSEcj] LkSYQ ,ykbfuax @lsYQ lSUVfjax O;oLFkk rFkk lgk;d IysaVksa vkfn ls ;qDr gksxhA ;g iz.kkyh ,slh gksxh fd blesa yksM vuqiz;ksx okys {ks=ksa esa fofHkUu m?okZ?kj LFkku ds fy, Q~yksj ls Q~yksj o Q~yksj ls oky rd foLrkjd fu;U=.k iz.kkyh gksxh ftlesa vius la?kVdksa dks ruko ds fcuk cgqr lh fn""kk okys lhlfed ewoeSaV lekfgr gksaA bl flLVe esa fofHkUu ifj;kstukvksa",,,
,"dh fLFkfr;ksa rFkk fQfu""k Q~yksj VªhVesaUVksa dks lekfgr djus ds fy, cuk, x, ;qfuolZy ,Y;qfefu;e csl esEcj ds lkFk esaVy dh izksQkby gksxhA doj IysV dk fuekZ.k izkstsDV ewoesaV vkSj yksfMax dh vko"";drk ds vuq:Ik vko"";drkuqlkj pkSM+k vkSj eksVk fd;k tk,xk vkSj fofuekZrk ds bathfu;j iwoZ LksYQ lSUVfjax O;oLFkk dk mi;ksx djds csl eSEcj dks izkIr fd;k tk,xk tks lHkh fn""kkvksa esa LorU= :Ik ls ?kwerk vFkok xfr djrk gS A LksYQ lSUVfjax O;oLFkk ldqZyj fLQ;j Nksj dks iznf""kZr djsxh tks m/okZ/kj foLFkkiu lfgr lHkh fn""kkvksa esa ewoesaV vksSj Q~ysDtj dks LorU=rk iznku djus ds fy, rnu:ih ,Y;qfefu;e ,DLVz~wtu dsosVh dks cUndjrk gS vkSj vanj dh vksj f[kLkdkrk gS A fofuekZrk ds fMt+kbu ds vuqlkj vkSj izHkkjh bathfu;j }kjk ;Fkkvuqeksfnr okVj VkbV tksM+ j[kus ds fy, tksM+ iz.kkyh esa eksbLpj cSfj;j eSEcjsu dk izko/kku djuk vfuok;Z vko"";drk gS A ¼lkexzh iz.kkyh ,-,l-Vh-,e- 6063 dh iqf’V djsxh½",,,
,5-44-1 100 feeh- xSi dk Q~yksj TokbaV,ehVj,5800-15,
,5-44-2 150 feeh- xSi dk Q~yksj TokbaV,ehVj,7092-60,
,5-44-3 200 feeh- xSi dk Q~yksj TokbaV,ehVj,9074-10,
5-45,"izHkkjh bathfu;j dh Mªkbax vkSj funZs""kksa ds vuqlkj oky TokabV ¼vkarfjd@ckg~;½LFky ls lacaf/kr foLrkjd TokabV flLVe dh O;oLFkk djuk vkSj yxkuk @ TokabV ASTM ,-,l-Vh-,e ch 221&02 ds vuqlkj ,Y;qfefu;e csl eSEcLkZ] lsYQ vykbfuax @ ladsUnz.k izca/k rFkk lgk;d iysaVksa ls ;qDr gksaxs A lkexzh ,slh gksxh fd blesa TokabV flLVe ds la?kVdksa ds chp uhPks f[kldus dh fdlh izo""fRr ds fcuk dk;kZy; Hkouksa rFkk ifjljksa esa u;s rFkk fo","eku nksuksa fuekZ.k esa m?okZ?kj oky Vq oky @ oky Vq dkuZj foLrkj ds fy, foLrkj TokabV iz.kkyh dh mi;qDr O;oLFkk gksxhA TokabV flLVe] lapyu dks lqfo/kktud cukus ds fy, eYVh lsywyj dks can djrs gq, fefuey [qkys gq, ,Y;qfefu;e lrgksa ds esdSfudy LuSi dks iznf""kZr djrs gq, gYds ot+u okys ,Y;wfefu;e izksQkby dk iz;ksx djsxkA ¼lkexzh ,-,l-Vh-,e 6063 dh iqf’V djsxh½",,
,5-45-1 100 feeh- xSi dk oky TokabV,ehVj,4835-50,
,5-45-2 150 feeh- xSi dk oky TokabV,ehVj,5438-90,
,5-45-3 200 feeh- xSi dk oky TokabV,ehVj,6272-45,
5-46,"izHkkjh bathfu;j ds vuqeksfnr Mªkbax vkSj funZs""kkuqlkj fofHkUu Nr ds LFkyksa ds fy, vuqeksfnr fuekZ-k vkSj fuekZrkvksa dh foLrkjd TokabV iz.kkyh dh O;oLFkk djuk vkSj yxkuk A ;s TokabV ,-,l-Vh-,e ch 221&02 ds vuqlkj ,Y;qfefu;e csl eSEcLkZ] lsYQ ,ykbfuax @ lsYQ lsUVfjax O;oLFkk rFkk lgk;d IysV ls ;qDr gksaxsA ;g iz.kkyh ,slh gksxh fd blesa okVj VkbV :Q ls :Q] Nr ls dksus rd TokabV doj foLrkj fu;a=.k iz.kkyh gksxh tks vius la?kVdksa dks dksbZ ruko fn, fcuk cgqr lh fn""kkvksa okys lhTkfed lapyu dks lekfgr djus esa leFkZ gksxh A bl iz.kkyh esa esVy izksQkby gksrk gS tks fofHkUu ifj;kstuk dh fLFkfr;ksa rFkk :Q VªhVeSaV dks lekfo’V djus ds fy, cuk, x, ;qfuolZy ,Y;qfefu;e csl esEcj dks lfEefyr djrk gSA doj IysV dk fuekZ.k] lapyu rFkk yksfMax vko"";drk ds vuqdwy visf{kr pkSM+kbZ rFkk eksVkbZ esa fd;k tk,xk vkSj fofuekZrk dh izh&bathfu;j lsYQ LksUVfjax O;oLFkk dk mi;ksx djrs gq, csl esEclZ dks lsD;ksj djsxk tks lHkh fn”kkvksa esa Lora= :Ik ls ?kwerk @ xfr djrk gSA",,,
,"lsYQ LksfVªax O;OkLFkk ldZqyj fLQ;j Nksj dks iznf""kZr djsxk tks m/okZ/kj foLFkkiu lfgr lHkh fn”kkvksaesa lapyu vkSj Q~ysDlj dks LorU=rk iznku djus ds fy, rnuq:ih ,Y;qfefu;e ,DLkVªwtu dks cUn djrk gS vkSj vUnj dh vksj f[kldkrk gSA TokabV flLVe cQZ fxjus]UVds [kqyus] goktfur lanw'k.k vkSj j[kj[kko dkfeZd }kjk iSny pyus dh otg ls {kfr vFkok fo[kaMu dks jksdrh gS A okVj VkbV TokabV ds fy, TokabV iz.kkyh esa eksbLpj csfj;j eSEcjsu dh O;oLFkk vfuok;Z vko”;drk gSA ¼lkexzh ,-,l- Vh-,e ch 6063 dh iqf’V djsxh½",,,
,5-46-1 100 feeh- xSi dk :Q TokbaV,ehVj,5424-20,
,5-46-2 150 feeh- xSi dk :Q TokbaV,ehVj,6032-95,
,5-46-3 200 feeh- xSi dk :Q TokbaV,ehVj,7198-30,
5-47,"izHkkjh bathfu;j ds funZs”kkuqlkj iw.kZ fLFkfr esa f[kldus okys Mksj cksYV rFkk Vkoj cksYV vkfn ds fy, mi;qDr O;oLFkk djds m/ok?kj esEclZ ij gksYM QkLV fQDl djus ds fy, iw.kZ :Ik ls /kkxk ;qDr 6 feeh- O;kl ds cksYV dks yxkus ds fy, fo”ks’k :i ls cuk, x, ,e-,l- tLrhd`r LYkhOl dks 6 ux iznku djus lfgr fgUtksa dks yxkus ds fy, visf{kr vkdkj ds] 200 feeh- dsUnz ls dsUnz dh nj ls j[ks x, 3 feeh ,e-,l- LVjIl ds lkFk ca/ks gq, 6 feeh- O;kl ds eq[; cklZ] 3 ux vkSj 6 ux mPp “kfDr okys iksyhej Cykdksa dks yxkdj vkb-,e- 6523 ds vuqlkj mRre lqpk: lekiu okys dkj[kkuk fufeZr izhdkLV iz- lh- da- ,e- 40 dks 1%3%6 dØhV Cykd esa gksYM QkLV yxkdj njokts rFkk f[kM+dh ds Qzse dh O;oLFkk djuk vkSj LFkku ij yxkkukA Ýse dk ekiu n”keyo ds nks LFkkuksa rd jfuax ehVj esa fd;k tk,xk A",,,
,5-47-1 njokts dk Ýse 125 feeh- x 60 feeh-,ehVj,729-25,
,5-47-2 njokts dk Ýse 100 feeh- x 60 feeh-,ehVj,678-10,
,5-47-3 njokts dk Ýse 85 feeh- x 60 feeh-,ehVj,648-30,
5-48,"Mªkabx vkSj fofunZs”k ds vuqlkj lgh Lrj vkSj fLFkfr esa lHkh yhMksa] fyQ~Vksa rFkk xgjkbZ ds lkFk dk;Z dks iwjk djus ds fy, ,d @ nks pj-k esa fi;j ,o¡ fi;j dSi] vfuok;Z midj-k] l;a=] e”khujh yxkus rFkk visf{kr lHkh lacf/kr izpkyuksa ds fy, lkefxz;ksa ds ijh{k.k vkfn lfgr LVhy LksUVfjax rFkk “kVfjax vkfn dh ykxr lfgr lk/kkj.k iksVZySaM lhesaV ¼vkb-,l-:8112 dh “kfDr vko”;drk ds vuq:Ik dk iz;ksx djds fof”k’V xzsM okys lHkh LFkkuksa ij fi;jksa] vcVesUV] iksVZy Ýseksa] fi;j dSiksa rFkk fc;fjax isMsLVyksa rFkk fi;j @ vcVesUV dSi ij lhfLed vjsLVj dk fuekZ.k djus ds fy, O;oLFkk djuk vkSj izcfyr lhesaV daØhV fcNkuk fdUrq blesa izcyu dh ykxr “kkfey ugha gksxh A izcyu dh eki vkSj Hkqxrku vyx ls fd;k tk,xkA uksV %bl en esa lhesaV dh ek=k 480 fdxzk- @ ?kueh- gSA fMtkbu feJ.k ds vuqlkj vf/kd @de lhesaV [kir vyx ls ns; @ olwyh ;ksX; gSA",,,
,5-48-1 izcfyr lhesaV daØhV &M50,?kuehVj,7734-60,
,5-48-2 izcfyr lhesaV daØhV &M60,?kuehVj,8807-25,
,"5-48-3 M50/M-60 xzsM lsYQ dEiSDV okys izcfyr lhesaV dadzhV dk mi;ksx djus ds fy, vfrfjDrA",?kuehVj,676-50,
5-49,"Vªsafpax ds nkSjku csUVksukbV Lyjh dks QSsykus lfgr lHkh xgjkb;ksa ds fy, tc Hkh visf{kr gks VªsUPk esa csUVksukbV Lyjh rS;kj djuk] iznku djuk rFkk iqu% ldZqysV djuk lfgr lHkh ekxksZ rFkk fyQ~Vksa ds fy, feV~Vh @pV~Vku @Ly""k vkfn ds fuiVku lfgr izfrdwy fLFkfr;ksa esa ikuh vkSj @vFkok dhPkM+ esa vFkok mlds vUnj dke djuk rFkk ikuh dks iEi",,,
,incuding manufactured sand derived from Recycled Concrete Aggregate (RCA) upto 20%: 3 graded stone aggregate 20 mm nominal size Recycled Concrete Aggregate (RCA) upto 20%),cum,10536.00,
5.4,"Providing and laying up to floor five level reinforced cement concrete in kerbs, steps and the like excluding the cost of centering, shuttering, finishing and reinforcement with 1:1.5:3 (1 cement : 1.5 coarse sand (zone-III) derived from natural sources : 3 graded stone aggregate 20 mm nominal size derived from natural sources).",cum,9801.75,
5.4A,"Providing and laying up to floor five level reinforced cement concrete in kerbs, steps and the like excluding the cost of centering, shuttering, finishing and reinforcement with 1:1.5:3 (1 cement : 1.5 coarse sand incuding manufactured sand derived from Recycled Concrete Aggregate (RCA) upto 20% : 3 graded stone aggregate 20 mm nominal size Recycled Concrete Aggregate (RCA) upto 20%).",cum,9618.45,
5.5,"Reinforced cement concrete work in arches, archribs, domes, vaults, shells, folded plate and roofs having slope more than 15° up to floor five level, excluding the cost of centering, shuttering, finishing and reinforcement with 1:1.5:3 (1 cement : 1.5 coarse sand (zone-III) derived from natural sources : 3 graded stone aggregate 20 mm nominal size derived from natural sources).",cum,11291.20,
5.5A,"Reinforced cement concrete work in arches, archribs, domes, vaults, shells, folded plate and roofs having slope more than 15° up to floor five level excluding the cost of centering, shuttering, finishing and reinforcement with 1:1.5:3 (1 cement : 1.5 coarse sand incuding manufactured sand derived from Recycled Concrete Aggregate (RCA) upto 20% : 3 graded stone aggregate 20 mm nominal size Recycled Concrete Aggregate (RCA) upto 20%).",cum,11107.85,
5.6,"Reinforced cement concrete work in chimneys, shafts, up to floor five level, excluding the cost of centering, shuttering, finishing and reinforcement with 1:1.5:3 (1 cement : 1.5 coarse sand(zone-III) derived from natural sources : 3 graded stone aggregate 20 mm nominal size derived from natural sources).",cum,10409.40,
5.6A,"Reinforced cement concrete work in chimneys, shafts, up to floor five level excluding the cost of centering, shuttering, finishing and reinforcement with 1:1.5:3 (1 cement : 1.5 coarse sand incuding manufactured sand derived from Recycled Concrete Aggregate (RCA) upto 20% : 3 graded stone aggregate 20 mm nominal size (Recycled Concrete Aggregate (RCA) upto 20%).",cum,10226.05,
5.7,"Reinforced cement concrete work in well-steining, excluding the cost of centering, shuttering, finishing and reinforcement with 1:1.5:3 (1 cement : 1.5 coarse sand(zone-III) derived from natural sources : 3 graded stone aggregate 20 mm nominal size derived from natural sources).",cum,7852.70,
5.7A,"Reinforced cement concrete work in well-steining excluding the cost of centering, shuttering, finishing and reinforcement, with 1:1.5:3 (1 cement : 1.5 coarse sand incuding manufactured sand derived from Recycled Concrete Aggregate (RCA) upto 20% : 3 graded stone aggregate 20 mm nominal size Recycled Concrete Aggregate (RCA) upto 20%).",cum,7669.40,
5.13A,"Providing, hoisting and fixing up to floor five level precast reinforced cement concrete in small lintels not exceeding 1.5 m clear span up to floor five level, including the cost of required centering, shuttering but excluding the cost of reinforcement, with 1:1.5:3 (1 cement : 1.5 coarse sand incuding manufactured sand derived from Recycled Concrete Aggregate (RCA) upto 20% : 3 graded stone aggregate 20 mm nominal size Recycled Concrete Aggregate (RCA) upto 20%).",cum,13398.50,
5.14,"Providing, hoisting and fixing above plinth level up to floor five level precast reinforced cement concrete in mouldings as in cornices, windows sills etc, including setting in cement mortar 1:3 (1 cement : 3 coarse sand) cost of required centering, shuttering but, excluding the cost of reinforcement, with 1:1.5:3 (1 cement : 1.5 coarse sand (zone-III) derived from natural sources : 3 graded stone aggregate 20 mm nominal size derived from natural sources).",cum,15777.40,
5.14A,"Providing, hoisting and fixing above plinth level up to floor five level precast reinforced cement concrete in mouldings as in cornices, windows sills etc. including setting in cement mortar 1:3 (1 cement : 3 coarse sand) cost of required centering, shuttering but excluding the cost of reinforcement, with 1:1.5:3 (1 cement : 1.5 coarse sand incuding manufactured sand derived from Recycled Concrete Aggregate (RCA) upto 20% : 3 graded stone aggregate 20 mm nominal size Recycled Concrete Aggregate (RCA) upto 20%).",cum,15594.10,
5.15,"Providing, hoisting and fixing above plinth level up to floor five level precast reinforced cement concrete in lintels, beams and bressumers, including setting in cement mortar 1:3 (1 cement : 3 coarse sand), cost of required centering and shuttering but , excluding the cost of reinforcement, with 1:1.5:3 (1 cement : 1.5 coarse sand (zone-III) derived from natural sources : 3 graded stone aggregate 20 mm nominal size derived from natural sources)",cum,12321.25,
5.15A,"Providing, hoisting and fixing above plinth level up to floor five level precast reinforced cement concrete in lintels, beams and bressumers including setting in cement mortar 1:3 (1 cement : 3 coarse sand), cost of required centering and shuttering but excluding the cost of reinforcement with, 1:1.5:3 (1 cement : 1.5 coarse sand incuding manufactured sand derived from Recycled Concrete Aggregate (RCA) upto 20% : 3 graded stone aggregate 20 mm nominal size Recycled Concrete Aggregate (RCA) upto 20%).",cum,12137.95,
5.16,"Providing, hoisting and fixing above plinth level up to floor five level precast reinforced cement concrete in shelves, including setting in cement mortar 1:3 (1cement : 3 coarse sand), cost of required centering, shuttering and finishing with neat cement punning on exposed surfaces but , excluding the cost of reinforcement, with 1:1.5:3 (1 cement : 1.5 coarse sand(zone-III) derived from natural sources : 3 graded stone aggregate 20 mm nominal size derived from natural sources).",cum,18644.60,
5.16A,"Providing, hoisting and fixing above plinth level up to floor five level precast reinforced cement concrete in shelves including setting in cement mortar 1:3 (1 cement : 3 coarse sand), cost of required centering, shuttering and finishing with neat cement punning on exposed surfaces but excluding the cost of reinforcement, with 1:1.5:3 (1 cement : 1.5 coarse sand incuding manufactured sand derived from Recycled Concrete Aggregate (RCA) upto 20% : 3 graded stone aggregate 20 mm nominal size Recycled Concrete Aggregate (RCA) upto 20%).",cum,18461.30,
5.17,"Providing, hoisting and fixing above plinth level up to floor five level precast reinforced cement concrete in vertical & horizontal fins, individually or forming box louvers, setting in cement mortar 1:2 (1 cement : 2 coarse sand), including the cost of required centering, shuttering but , excluding the cost of reinforcement, with 1:1.5:3 (1 cement : 1.5 coarse sand(zone- III) derived from natural sources : 3 graded stone aggregate 20 mm nominal size derived from natural sources).",cum,10817.10,
5.17A,"Providing, hoisting and fixing above plinth level up to floor five level precast reinforced cement concrete in vertical & horizontal fins individually or forming box louvers setting in cement mortar 1:2 (1 cement : 2 coarse sand), including the cost of required centering, shuttering but excluding the cost of reinforcement, with 1:1.5:3 (1 cement : 1.5 coarse sand incuding manufactured sand derived from Recycled Concrete Aggregate (RCA) upto 20% : 3 graded stone aggregate 20 mm nominal size Recycled Concrete Aggregate (RCA) upto 20%).",cum,10633.80,
5.18,"Providing precast cement concrete Jali 1:2:4 (1 cement : 2 coarse sand(zone-III) : 4 graded stone aggregate 6mm nominal size ), reinforced with 1.6 mm dia mild steel wire, including centering and shuttering, roughening cleaning, fixing and finishing in cement mortar 1:3 (1 cement: 3 fine sand) etc. complete, excluding plastering of the jambs, sills and soffits.",,,
,5.18.1 50 mm thick,sqm,1580.90,
,5.18.2 40 mm thick,sqm,1430.30,
,5.18.3 25 mm thick,sqm,1291.45,
,ENCASING ROLLED STEEL SECTION,,,
5.19,"Encasing rolled steel sections, in beams and columns, with cement concrete 1:1.5:3 (1 cement : 1.5 coarse sand (zone-III) derived from natural sources : 3 graded stone aggregate 20 mm nominal size derived from natural sources) including centering and shuttering complete but , excluding cost of reinforcement.",cum,14191.95,
5.19A,"Encasing rolled steel sections, in beams and columns, with cement concrete 1:1.5:3 (1 cement : 1.5 coarse sand incuding manufactured sand derived from Recycled Concrete Aggregate (RCA) upto 20%: 3 graded stone aggregate 20 mm nominal size Recycled Concrete Aggregate (RCA) upto 20%) including centering and shuttering complete but excluding cost of reinforcement.",cum,14008.65,
5.33A,"Providing and laying in position ready mixed or site batched design mix cement concrete for reinforced cement concrete work; using coarse aggregate and fine aggregate derived from natural sources and using recycled concrete aggregate (RCA) as coarse aggregate and fine aggregate within permissible utilization of 20% each, Portland Pozzolana /Ordinary Portland/Portland Slag cement, admixtures in recommended proportions as per IS: 9103 to accelerate / retard setting of concrete, to improve durability and workability without impairing strength; including pumping of concrete to site of laying, curing, carriage for all leads; but excluding the cost of centering, shuttering, finishing and reinforcement as per direction of the engineer-in-charge; for the following grades of concrete.",,,
,"Note: Extra cement up to 10% of the minimum specified cement content in design mix shall be payable separately. In case the cement content in design mix is more than 1.10 times of the specified minimum cement content, the contractor shall have discretion to either re-design the mix or bear the cost of extra cement. 5.33A.1 All works upto plinth level",,,
